id,timestamp,temperature,humidity
199,1685217003,21.5,53.5
200,1685217603,21.5,53.6
201,1685218203,21.5,53.7
202,1685218803,21.5,53.7
203,1685219403,21.5,53.7
204,1685220002,21.4,53.7
205,1685220602,21.5,53.7
206,1685221802,21.5,53.7
207,1685223003,21.5,53.5
208,1685223602,21.5,53.6
209,1685224202,21.4,53.3
210,1685225402,21.4,53.0
211,1685226002,21.4,52.6
212,1685227202,21.4,52.3
213,1685228403,21.4,51.8
214,1685229003,21.4,51.7
215,1685229603,21.4,51.5
216,1685230203,21.4,51.3
217,1685230803,21.3,51.1
218,1685232002,21.3,50.9
219,1685232602,21.3,50.9
220,1685233202,21.3,50.6
221,1685234403,21.3,50.5
222,1685235003,21.2,50.3
223,1685235603,21.2,50.4
224,1685236203,21.2,50.3
225,1685236803,21.2,50.3
226,1685237403,21.2,50.5
227,1685238603,21.1,50.5
228,1685239803,21.2,50.6
229,1685240403,21.1,50.6
230,1685241603,21.1,50.7
231,1685242803,21.0,50.8
232,1685243403,21.1,50.9
233,1685244002,21.0,50.8
234,1685244602,21.0,50.8
235,1685245202,21.0,51.0
236,1685246403,21.0,51.1
237,1685247003,21.0,50.9
238,1685247603,21.0,50.9
239,1685248203,21.0,50.9
240,1685248802,20.9,50.7
241,1685249402,21.0,50.5
242,1685250603,21.0,50.4
243,1685251203,21.0,50.4
244,1685251802,21.0,50.4
245,1685252402,20.9,50.3
246,1685253002,21.0,50.3
247,1685254203,21.0,50.2
248,1685254803,20.9,50.2
249,1685255403,21.0,50.1
250,1685256003,21.0,50.1
251,1685256603,21.0,50.0
252,1685257203,21.0,50.0
253,1685257803,21.0,50.0
254,1685258403,21.0,50.0
255,1685259002,21.0,50.0
256,1685259602,21.0,50.0
257,1685260202,21.0,49.9
258,1685260802,21.1,49.9
259,1685261402,21.1,49.9
260,1685262603,21.1,49.9
261,1685263203,21.1,50.1
262,1685263803,21.2,50.3
263,1685264403,21.2,50.3
264,1685265003,21.2,50.3
265,1685265603,21.2,50.2
266,1685266203,21.3,50.3
267,1685266803,21.3,50.3
268,1685267402,21.5,50.0
269,1685268603,21.9,49.7
270,1685270403,22.1,49.1
271,1685271003,22.1,49.1
272,1685271603,22.2,49.2
273,1685272202,22.2,49.2
274,1685272802,22.2,49.1
275,1685274002,22.2,49.3
276,1685275203,22.2,49.3
277,1685275803,22.2,49.4
278,1685276402,22.2,49.7
279,1685277003,22.2,49.7
280,1685277603,22.1,49.8
281,1685278202,22.1,50.0
282,1685279403,22.0,50.1
283,1685280003,22.0,50.3
284,1685281203,22.0,50.6
285,1685281803,22.0,50.5
286,1685282403,22.0,50.5
287,1685283003,21.9,50.4
288,1685283603,22.0,50.1
289,1685284202,22.0,50.0
290,1685284802,22.0,50.0
291,1685285402,22.0,50.0
292,1685286603,22.1,50.0
293,1685287202,22.1,49.9
294,1685287802,22.1,49.8
295,1685288402,22.1,49.7
296,1685289603,22.1,49.5
297,1685290202,22.2,49.3
298,1685290802,22.2,49.2
299,1685292003,22.2,48.8
300,1685293203,22.2,48.8
301,1685293802,22.2,49.0
302,1685294402,22.3,49.0
303,1685295603,22.3,48.7
304,1685296203,22.3,48.7
305,1685296803,22.3,48.7
306,1685297402,22.2,48.4
307,1685298002,22.3,48.4
308,1685298602,22.2,48.5
309,1685299202,22.2,48.5
310,1685299802,22.2,48.5
311,1685301003,22.1,48.8
312,1685301603,22.2,48.8
313,1685302203,22.1,48.8
314,1685302803,22.1,48.8
315,1685303403,22.1,48.7
316,1685304003,22.1,48.8
317,1685304602,22.1,48.6
318,1685305802,22.1,48.5
319,1685306402,22.1,48.3
320,1685307605,22.1,48.1
321,1685308205,22.1,48.0
322,1685308803,22.1,47.9
323,1685309403,22.1,48.0
324,1685310003,22.1,48.0
325,1685310603,22.1,48.0
326,1685311203,22.1,48.0
327,1685311803,22.1,48.0
328,1685312402,22.1,48.1
329,1685313002,22.1,48.1
330,1685313602,22.1,48.1
331,1685314803,22.1,48.2
332,1685315403,22.1,48.4
333,1685316002,22.1,48.5
334,1685316602,22.1,48.5
335,1685317803,22.1,48.8
336,1685318403,22.0,48.9
337,1685319002,22.0,48.9
338,1685319602,22.0,49.0
339,1685320202,22.0,49.0
340,1685320802,22.0,49.0
341,1685321402,22.0,49.1
342,1685322002,22.0,49.0
343,1685322602,21.9,49.0
344,1685323202,21.9,49.1
345,1685323803,21.9,49.1
346,1685324402,21.9,49.1
347,1685325002,21.9,49.0
348,1685325602,21.9,49.0
349,1685326203,21.9,49.2
350,1685326803,21.9,49.1
351,1685327403,21.8,49.1
352,1685328003,21.8,49.1
353,1685328603,21.8,49.2
354,1685329203,21.2,50.2
355,1685329802,20.7,51.3
356,1685331002,20.5,51.7
357,1685331602,20.5,51.7
358,1685332803,21.5,51.2
359,1685333403,21.6,50.6
360,1685334002,21.7,50.4
361,1685335203,21.7,50.0
362,1685335803,21.8,49.8
363,1685336403,21.8,49.8
364,1685337003,21.8,49.8
365,1685337602,21.8,49.6
366,1685338202,21.9,49.6
367,1685339402,21.9,49.5
368,1685340003,21.9,49.5
369,1685340602,21.9,49.5
370,1685341203,21.9,49.5
371,1685341803,21.9,49.5
372,1685342402,21.9,49.5
373,1685343002,22.0,49.5
374,1685344203,22.0,49.4
375,1685344803,22.0,49.3
376,1685346003,22.0,49.3
377,1685346603,22.0,49.3
378,1685347802,22.1,49.3
379,1685348402,22.1,49.3
380,1685349603,22.1,49.3
381,1685350203,22.2,49.4
382,1685350803,22.2,49.3
383,1685351403,22.2,49.4
384,1685352002,22.2,49.4
385,1685353203,22.4,49.2
386,1685353803,22.6,49.0
387,1685354403,22.6,49.0
388,1685355002,22.7,49.0
389,1685355602,22.7,49.0
390,1685356203,22.8,49.0
391,1685357402,22.9,49.0
392,1685358003,22.9,49.2
393,1685358602,22.9,49.2
394,1685359203,22.9,49.2
395,1685359803,22.9,49.6
396,1685360403,23.1,49.6
397,1685361003,23.1,49.6
398,1685362203,23.1,49.6
399,1685362803,23.2,50.1
400,1685363402,23.2,50.2
401,1685364002,23.2,50.2
402,1685365203,23.2,49.1
403,1685365803,23.2,49.3
404,1685366403,23.3,49.0
405,1685367602,23.3,49.2
406,1685368803,23.3,49.0
407,1685369403,23.3,49.2
408,1685370002,23.2,48.8
409,1685370603,23.3,48.7
410,1685371203,23.3,48.7
411,1685371803,23.4,48.6
412,1685373003,23.4,48.4
413,1685373603,23.4,48.4
414,1685374203,23.4,48.4
415,1685374803,23.3,48.5
416,1685375403,23.4,48.3
417,1685376003,23.5,48.1
418,1685376603,23.5,48.1
419,1685377202,23.5,47.9
420,1685378403,23.5,47.9
421,1685379003,23.5,47.7
422,1685379603,23.4,47.6
423,1685380203,23.5,47.2
424,1685380803,23.4,47.1
425,1685381402,23.4,47.1
426,1685382002,23.3,47.3
427,1685383203,23.2,47.3
428,1685383802,23.3,47.3
429,1685384402,23.1,47.1
430,1685385002,23.0,46.8
431,1685386203,22.9,46.8
432,1685386803,22.9,46.8
433,1685387403,22.8,46.8
434,1685388002,22.6,46.5
435,1685389203,22.5,46.0
436,1685389803,22.4,45.9
437,1685390403,22.6,46.1
438,1685391003,22.6,46.1
439,1685391603,23.4,45.2
440,1685392803,23.5,45.4
441,1685393402,23.5,45.5
442,1685394603,23.6,46.9
443,1685395203,23.4,45.9
444,1685395803,23.5,45.9
445,1685396402,23.4,45.8
446,1685397002,23.4,46.0
447,1685397603,23.4,46.1
448,1685398203,23.4,46.1
449,1685398803,23.4,46.0
450,1685400003,23.3,47.3
451,1685400603,23.2,48.6
452,1685401203,23.1,48.2
453,1685401803,23.1,48.2
454,1685402403,23.0,48.6
455,1685403003,22.9,48.6
456,1685403603,22.9,48.6
457,1685404202,22.9,48.5
458,1685404802,22.8,48.4
459,1685405402,22.8,48.3
460,1685406003,22.7,48.1
461,1685406603,22.7,48.0
462,1685407203,22.7,47.9
463,1685407803,22.6,47.9
464,1685408403,22.7,47.8
465,1685409003,22.6,47.6
466,1685409603,22.6,47.6
467,1685410803,22.5,46.4
468,1685411403,22.4,46.1
469,1685412003,22.4,45.9
470,1685412603,22.4,45.6
471,1685413203,22.4,45.4
472,1685413803,22.3,45.1
473,1685414403,22.3,45.0
474,1685415603,22.2,44.7
475,1685416203,22.2,44.7
476,1685418003,22.1,44.8
477,1685418603,22.1,44.8
478,1685419803,22.1,44.9
479,1685420403,22.1,44.9
480,1685421003,22.1,44.8
481,1685421603,22.0,44.7
482,1685422802,22.0,44.3
483,1685423402,22.0,44.1
484,1685424603,21.9,44.0
485,1685425203,21.9,44.0
486,1685425803,21.9,44.4
487,1685426403,21.9,44.4
488,1685427003,21.9,44.3
489,1685427602,21.8,44.1
490,1685428202,21.9,44.3
491,1685428802,21.9,44.3
492,1685430003,21.8,44.1
493,1685430603,21.8,44.1
494,1685431203,21.8,44.1
495,1685431803,21.8,44.1
496,1685432403,21.8,44.0
497,1685433003,21.7,44.0
498,1685433603,21.7,43.7
499,1685434203,21.7,43.8
500,1685434803,21.7,43.7
501,1685435403,21.7,43.7
502,1685436003,21.7,43.7
503,1685436603,21.7,43.7
504,1685437203,21.7,43.6
505,1685437803,21.7,43.7
506,1685438403,21.7,43.9
507,1685439003,21.7,43.9
508,1685439603,21.8,43.9
509,1685440203,21.9,44.8
510,1685441403,22.0,44.8
511,1685442003,22.0,44.9
512,1685443202,22.1,45.1
513,1685443802,22.1,45.3
514,1685445003,22.7,44.2
515,1685445603,22.8,43.4
516,1685446203,22.8,43.0
517,1685446803,22.9,42.6
518,1685447402,23.0,41.9
519,1685448603,22.9,41.5
520,1685449203,23.0,40.9
521,1685449803,23.1,40.7
522,1685450402,23.0,40.5
523,1685451002,23.1,41.0
524,1685451604,23.6,42.1
525,1685452203,24.9,37.4
526,1685452803,23.9,38.8
527,1685453404,23.9,38.9
528,1685454003,23.2,39.6
529,1685454603,23.2,39.6
530,1685455204,23.0,39.5
531,1685455803,23.0,39.5
532,1685456407,22.7,39.0
533,1685457003,22.6,38.2
534,1685457603,22.6,37.3
535,1685458204,22.6,36.9
536,1685458803,22.6,36.3
537,1685459408,22.6,35.9
538,1685460004,22.7,36.0
539,1685460604,22.7,35.7
540,1685461203,22.6,34.9
541,1685461805,22.6,34.5
542,1685462404,22.6,34.8
543,1685463003,22.6,34.3
544,1685463605,22.6,34.0
545,1685464203,22.6,33.6
546,1685464803,22.6,33.7
547,1685466006,22.6,32.9
548,1685466603,22.6,32.9
549,1685467203,22.5,32.3
550,1685467803,22.5,32.0
551,1685468403,22.5,32.2
552,1685469003,22.6,33.5
553,1685469606,22.7,35.5
554,1685470204,22.7,36.0
555,1685470804,22.7,36.5
556,1685471405,22.7,36.9
557,1685472003,22.8,36.8
558,1685472603,22.7,37.1
559,1685473806,22.6,37.2
560,1685474404,22.6,37.4
561,1685475003,22.5,37.3
562,1685476203,22.5,37.5
563,1685477405,22.5,37.5
564,1685478005,22.5,37.5
565,1685478603,22.4,37.6
566,1685479203,22.4,37.7
567,1685479803,22.4,37.8
568,1685481002,22.4,38.0
569,1685481603,22.4,38.1
570,1685482805,22.3,38.8
571,1685484003,22.3,39.3
572,1685484603,22.3,39.7
573,1685485202,22.3,40.1
574,1685486403,22.2,41.0
575,1685487603,22.2,41.7
576,1685488206,22.2,42.0
577,1685488802,22.2,42.2
578,1685490003,22.1,42.7
579,1685490603,22.1,42.9
580,1685491803,22.0,43.2
581,1685493005,22.0,43.5
582,1685493603,22.0,43.5
583,1685494203,21.9,43.8
584,1685495402,21.9,43.9
585,1685496004,21.9,44.1
586,1685497205,21.8,44.3
587,1685497803,21.8,44.3
588,1685499004,21.7,44.5
589,1685499602,21.8,44.5
590,1685500805,21.7,44.7
591,1685502003,21.7,44.8
592,1685503203,21.6,45.0
593,1685504405,21.5,45.1
594,1685505003,21.5,45.1
595,1685506206,21.4,45.2
596,1685506806,21.4,45.2
597,1685507403,21.4,45.3
598,1685508608,21.4,45.4
599,1685509203,21.3,45.4
600,1685509808,21.3,45.4
601,1685510406,21.3,45.5
602,1685511604,21.3,45.6
603,1685512203,21.3,45.7
604,1685512808,21.3,45.7
605,1685513404,21.3,45.8
606,1685514604,21.2,45.8
607,1685515204,21.2,45.9
608,1685515803,21.2,45.9
609,1685517006,21.2,46.0
610,1685517606,21.2,46.1
611,1685518206,21.2,46.1
612,1685518806,21.2,46.2
613,1685519404,21.2,46.2
614,1685520003,21.2,46.3
615,1685520604,21.2,46.3
616,1685521204,21.2,46.3
617,1685521803,21.2,46.4
618,1685523004,21.2,46.6
619,1685523604,21.0,47.7
620,1685524203,21.0,49.0
621,1685524803,21.0,49.0
622,1685525406,21.1,49.2
623,1685526006,22.0,34.9
624,1685526603,22.4,46.7
625,1685527208,22.6,46.0
626,1685527806,23.0,45.4
627,1685528406,24.7,42.1
628,1685529004,25.7,42.2
629,1685529604,25.8,43.8
630,1685530204,25.8,43.9
631,1685531404,23.4,47.1
632,1685532006,23.5,46.6
633,1685532606,23.4,46.4
634,1685533206,23.5,46.1
635,1685534404,23.3,48.9
636,1685535603,23.0,50.7
637,1685536206,22.9,51.4
638,1685536804,23.0,51.4
639,1685537404,22.8,51.6
640,1685538005,22.7,51.7
641,1685538603,22.7,51.6
642,1685539208,22.7,51.4
643,1685539806,22.6,51.4
644,1685540406,22.6,51.2
645,1685541004,22.6,51.1
646,1685541604,22.6,51.2
647,1685542203,22.6,51.0
648,1685543408,22.6,50.6
649,1685544004,22.6,50.6
650,1685544603,22.6,50.2
651,1685545203,22.6,49.8
652,1685545805,22.6,49.6
653,1685546403,22.6,49.3
654,1685547009,22.7,49.1
655,1685547603,22.7,48.7
656,1685548803,22.7,48.5
657,1685550003,22.7,47.9
658,1685550604,22.7,47.8
659,1685551203,22.8,47.8
660,1685551803,22.8,47.5
661,1685552403,22.8,47.5
662,1685553003,22.8,47.3
663,1685553603,22.8,47.1
664,1685554803,22.8,47.0
665,1685555403,22.8,46.9
666,1685556004,22.8,47.0
667,1685556604,22.8,47.0
668,1685557206,22.8,47.1
669,1685557805,22.8,47.1
670,1685558405,22.8,47.1
671,1685559003,22.8,47.1
672,1685559604,22.8,47.1
673,1685560203,22.8,47.2
674,1685561406,22.8,47.3
675,1685562003,22.8,47.2
676,1685562603,22.8,47.2
677,1685563206,22.7,46.2
678,1685563803,22.7,46.2
679,1685564406,22.8,47.4
680,1685565011,22.8,47.4
681,1685565603,22.8,47.5
682,1685566803,22.8,47.1
683,1685568003,22.9,46.4
684,1685568604,22.8,46.4
685,1685569204,22.8,46.2
686,1685570403,22.8,46.0
687,1685571003,22.8,45.9
688,1685571606,22.8,45.7
689,1685572208,22.8,45.6
690,1685572803,22.8,45.6
691,1685573403,22.7,45.5
692,1685574004,22.7,45.5
693,1685574603,22.8,45.4
694,1685575203,22.7,45.5
695,1685624588,24.4,48.6
696,1685625009,24.3,48.4
697,1685625609,24.4,48.4
698,1685625902,24.3,48.4
699,1685626209,24.3,48.3
700,1685626809,24.3,48.3
701,1685627409,24.0,48.6
702,1685628009,24.0,48.5
703,1685628608,24.0,48.5
704,1685629208,24.0,48.7
705,1685629808,24.1,49.7
706,1685630409,24.0,49.9
707,1685631008,24.0,49.5
708,1685631609,24.0,49.3
709,1685632209,24.0,49.1
710,1685632808,24.1,48.8
711,1685634009,24.1,48.7
712,1685634608,24.1,48.7
713,1685635208,24.1,48.6
714,1685635808,24.2,48.9
715,1685636408,24.4,49.5
716,1685637009,24.4,50.7
717,1685637609,24.3,52.9
718,1685638209,24.3,53.0
719,1685639408,24.4,51.6
720,1685640609,24.4,52.0
721,1685641209,24.3,50.9
722,1685641808,24.3,50.9
723,1685643008,24.3,49.4
724,1685644209,24.1,50.2
725,1685644808,24.1,50.1
726,1685646009,24.0,49.8
727,1685646608,24.0,49.7
728,1685647209,23.9,49.4
729,1685647809,23.9,49.4
730,1685648408,23.9,49.1
731,1685649009,23.9,48.3
732,1685649608,23.9,48.2
733,1685650808,23.8,47.8
734,1685652008,23.8,47.8
735,1685653208,23.7,47.5
736,1685654409,23.7,47.6
737,1685655609,22.9,47.6
738,1685656208,23.4,48.2
739,1685656808,23.6,50.0
740,1685657409,23.6,51.0
741,1685658008,23.5,50.2
742,1685659209,21.7,48.4
743,1685659809,21.7,47.2
744,1685660409,21.7,47.1
745,1685661009,21.4,47.5
746,1685661609,21.2,47.5
747,1685662208,21.2,47.5
748,1685662809,21.1,48.1
749,1685663408,22.1,46.6
750,1685664009,22.4,46.1
751,1685664608,22.4,46.0
752,1685665811,22.7,45.7
753,1685666408,22.7,46.0
754,1685667009,22.7,46.0
755,1685667608,22.7,46.0
756,1685668808,22.6,45.8
757,1685670008,22.5,45.5
758,1685671208,22.6,45.5
759,1685672409,22.5,45.6
760,1685673609,22.4,45.2
761,1685674809,22.5,45.4
762,1685675409,22.5,45.6
763,1685676009,22.6,45.6
764,1685676608,22.6,45.6
765,1685677809,22.6,45.7
766,1685678409,22.6,45.6
767,1685679008,22.6,45.6
768,1685679609,22.6,45.5
769,1685680809,22.5,45.5
770,1685681408,22.5,45.5
771,1685682609,22.5,45.2
772,1685683209,22.5,44.9
773,1685683808,22.5,44.9
774,1685684409,22.5,44.7
775,1685685008,22.4,44.6
776,1685686209,22.4,44.5
777,1685686809,22.4,44.3
778,1685688009,22.4,44.1
779,1685688609,22.4,44.0
780,1685689209,22.4,44.0
781,1685689809,22.4,44.0
782,1685691008,22.4,43.9
783,1685691608,22.4,43.9
784,1685692209,22.4,43.9
785,1685692808,22.4,43.8
786,1685693409,22.4,43.9
787,1685694009,22.4,43.8
788,1685694609,22.4,43.8
789,1685695209,22.4,43.9
790,1685695808,22.3,43.9
791,1685696409,22.3,43.9
792,1685697008,22.3,43.9
793,1685698209,22.3,43.7
794,1685698808,22.8,42.6
795,1685699408,23.0,42.5
796,1685700608,23.1,42.5
797,1685701808,23.0,41.4
798,1685702408,23.1,40.5
799,1685703008,23.1,40.5
800,1685704208,23.3,39.8
801,1685704809,23.5,40.1
802,1685705409,23.5,40.0
803,1685706009,23.5,40.0
804,1685706609,23.5,40.1
805,1685707208,23.6,41.1
806,1685708408,23.7,42.0
807,1685709608,23.6,41.0
808,1685710808,23.5,40.3
809,1685712008,23.3,42.9
810,1685713208,23.2,43.1
811,1685713809,23.2,43.1
812,1685714409,23.1,49.3
813,1685715009,23.1,49.3
814,1685715608,23.1,44.9
815,1685716209,23.1,44.2
816,1685716809,23.0,43.6
817,1685717408,23.1,44.7
818,1685718609,23.1,46.0
819,1685719208,23.0,43.9
820,1685720408,23.1,44.4
821,1685721608,23.1,44.5
822,1685722209,23.2,44.5
823,1685722808,23.1,43.2
824,1685723409,23.0,42.3
825,1685724008,23.0,44.8
826,1685725208,23.0,45.1
827,1685726408,23.0,45.7
828,1685727009,23.0,45.8
829,1685727608,23.0,45.7
830,1685728808,23.0,45.7
831,1685730008,22.9,45.6
832,1685731209,22.8,45.5
833,1685732409,22.7,45.2
834,1685733009,22.7,45.3
835,1685733608,22.6,45.3
836,1685734809,22.6,44.9
837,1685735408,22.5,44.6
838,1685736609,22.5,44.4
839,1685737809,22.4,43.9
840,1685738409,22.4,43.6
841,1685739008,22.4,43.4
842,1685740209,22.4,43.2
843,1685740809,22.4,43.1
844,1685741409,22.4,43.1
845,1685742009,22.3,42.9
846,1685742609,22.3,42.9
847,1685743809,20.7,43.6
848,1685744409,19.9,44.7
849,1685745009,19.7,45.5
850,1685745608,19.7,45.5
851,1685746809,21.4,43.8
852,1685747408,21.5,43.6
853,1685748609,21.7,43.5
854,1685749209,21.7,43.6
855,1685749808,21.7,43.6
856,1685750408,21.7,43.7
857,1685751609,21.7,44.0
858,1685752808,21.7,44.2
859,1685753408,21.8,44.2
860,1685754009,22.0,43.9
861,1685754608,22.0,43.8
862,1685755209,22.1,43.8
863,1685755809,22.1,43.9
864,1685756408,22.1,44.0
865,1685757609,22.0,44.2
866,1685758209,22.0,44.3
867,1685758809,22.0,44.4
868,1685759408,22.1,44.9
869,1685760008,22.0,45.1
870,1685760608,22.0,45.2
871,1685761808,22.0,45.7
872,1685762409,22.0,45.8
873,1685763008,22.0,45.7
874,1685764208,21.9,45.7
875,1685765408,21.9,45.7
876,1685766009,21.9,45.8
877,1685767208,21.8,45.7
878,1685767809,21.8,45.6
879,1685768409,21.8,45.5
880,1685769009,21.8,45.6
881,1685769608,21.8,45.6
882,1685770208,21.7,45.8
883,1685770808,21.7,45.5
884,1685772009,21.7,45.7
885,1685772609,21.7,45.8
886,1685773209,21.7,45.9
887,1685773809,21.7,45.7
888,1685774409,21.7,45.8
889,1685775008,21.7,45.8
890,1685776209,21.6,45.7
891,1685776808,21.7,45.7
892,1685778009,21.6,45.9
893,1685778609,21.6,45.9
894,1685779809,21.6,46.1
895,1685780409,21.6,46.2
896,1685781008,21.6,46.2
897,1685782208,21.6,46.5
898,1685782809,21.6,46.5
899,1685783409,21.7,46.5
900,1685784009,21.6,46.7
901,1685784608,21.7,46.6
902,1685785808,22.3,45.2
903,1685786409,23.1,43.2
904,1685787609,23.2,43.3
905,1685788209,23.4,43.2
906,1685788809,23.4,43.2
907,1685789408,23.6,43.1
908,1685790608,23.8,42.2
909,1685791209,23.8,42.1
910,1685791808,23.7,42.2
911,1685792409,23.7,42.2
912,1685793008,23.6,42.4
913,1685793608,23.6,42.5
914,1685794809,23.6,42.3
915,1685795409,23.6,42.5
916,1685796009,23.6,42.3
917,1685796608,23.5,42.4
918,1685797808,23.4,42.2
919,1685799008,23.3,42.2
920,1685800208,23.3,42.1
921,1685800809,23.2,42.2
922,1685801408,23.2,42.0
923,1685802608,23.2,41.6
924,1685803209,23.2,41.6
925,1685803808,23.3,41.4
926,1685805008,23.4,43.4
927,1685805609,23.3,44.3
928,1685806208,23.1,46.6
929,1685807409,23.1,46.2
930,1685808008,23.1,46.2
931,1685809209,23.0,45.5
